TEAM,W,L,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
Army,14,13,27.63,57.78,0.48,20.63,37.22,0.56,7.00,20.56,0.34,9.48,15.26,0.62,71.74,5.93,25.30,31.22,16.15,5.26,1.59,11.30,14.67
Bucknell,12,18,23.90,57.13,0.42,16.03,33.47,0.48,7.87,23.67,0.34,11.03,16.27,0.65,66.70,7.13,21.73,28.87,11.83,7.50,3.30,12.40,18.37
Kentucky,22,5,25.81,55.56,0.46,20.48,40.85,0.50,5.33,14.70,0.36,17.15,21.48,0.80,74.11,8.44,24.89,33.33,13.78,5.26,5.19,11.74,18.67
Vanderbilt,9,20,23.14,55.07,0.42,15.38,31.10,0.50,7.76,23.97,0.33,16.62,23.72,0.70,70.66,7.52,22.00,29.52,11.14,6.83,2.90,12.24,19.38
Michigan St.,20,8,27.07,58.50,0.46,19.39,36.75,0.53,7.68,21.75,0.35,13.71,18.21,0.75,75.54,9.50,28.54,38.04,17.68,4.89,5.14,12.11,16.93
Northwestern,7,22,24.14,58.10,0.42,17.93,38.34,0.47,6.21,19.76,0.31,10.31,14.21,0.72,64.79,6.41,23.79,30.21,13.55,3.97,3.28,9.79,16.52
DePaul,11,16,25.26,60.11,0.42,19.93,42.22,0.47,5.33,17.89,0.30,13.33,19.89,0.65,69.19,10.33,23.67,34.00,13.26,7.63,4.81,14.22,19.07
Seton Hall,18,8,25.62,57.88,0.44,17.88,34.35,0.52,7.73,23.54,0.33,14.35,20.08,0.69,73.31,9.00,25.04,34.04,14.23,6.77,5.96,12.96,18.27
Boston University,19,11,26.97,58.67,0.46,20.47,38.70,0.53,6.50,19.97,0.33,10.27,15.83,0.65,70.70,9.43,24.57,34.00,12.70,5.27,2.33,10.87,14.90
Loyola MD,13,15,26.00,55.54,0.47,19.39,35.04,0.56,6.61,20.50,0.32,14.96,23.43,0.63,73.57,7.75,24.46,32.21,15.21,6.50,2.89,13.07,17.50
Bradley,21,10,25.42,57.23,0.45,18.65,39.23,0.48,6.77,18.00,0.37,13.42,18.35,0.74,71.03,9.42,25.74,35.16,13.23,4.68,4.16,11.39,16.45
Valparaiso,16,15,26.16,59.39,0.44,17.84,34.84,0.51,8.32,24.55,0.33,10.90,15.06,0.71,71.55,7.71,23.35,31.06,14.87,7.58,3.32,11.90,17.03
UCF,14,13,24.56,57.00,0.43,17.52,35.52,0.50,7.04,21.48,0.32,12.63,17.41,0.72,68.78,8.30,22.78,31.07,13.37,6.59,2.67,13.00,16.70
Memphis,18,9,23.85,55.93,0.43,17.33,36.15,0.48,6.52,19.78,0.34,14.93,21.85,0.68,69.15,8.44,27.70,36.15,13.37,7.78,5.85,16.41,19.48
The Citadel,6,21,26.15,61.15,0.43,16.70,32.00,0.52,9.44,29.15,0.32,12.67,18.11,0.69,74.41,7.52,24.59,32.11,14.30,6.85,3.07,14.67,16.96
Wofford,17,13,26.17,56.40,0.46,16.60,29.40,0.57,9.57,27.00,0.35,9.83,14.33,0.69,71.73,7.03,23.13,30.17,13.43,5.77,2.53,11.93,17.07
Colgate,24,6,27.83,61.43,0.45,17.67,33.47,0.53,10.17,27.97,0.36,11.63,15.70,0.76,77.47,9.07,25.63,34.70,14.77,6.17,3.03,10.20,15.30
Lafayette,17,10,25.56,57.33,0.45,17.15,32.07,0.54,8.41,25.26,0.33,10.56,14.30,0.73,70.07,6.67,25.44,32.11,15.26,4.67,4.41,10.78,14.26
Connecticut,17,11,25.18,59.46,0.43,18.29,38.14,0.49,6.89,21.32,0.32,14.89,20.07,0.74,72.14,10.86,22.89,33.75,13.07,7.07,5.89,13.89,18.43
Temple,11,17,23.96,59.18,0.41,17.21,38.57,0.45,6.75,20.61,0.33,13.25,19.25,0.69,67.93,7.46,26.21,33.68,14.00,7.21,2.82,12.64,18.07
Dayton,27,2,28.93,55.31,0.52,20.90,33.90,0.62,8.03,21.41,0.37,13.55,18.83,0.72,79.45,6.52,25.90,32.41,17.28,5.69,3.52,11.76,17.24
Duquesne,18,9,25.15,56.70,0.44,17.26,32.11,0.54,7.89,24.59,0.32,13.22,19.07,0.69,71.41,8.85,23.37,32.22,14.52,6.41,5.33,12.00,15.48
East Carolina,10,17,23.96,56.89,0.42,18.67,38.00,0.49,5.30,18.89,0.28,15.48,21.07,0.73,68.70,8.26,24.85,33.11,13.74,6.48,2.81,13.52,20.67
Houston,22,7,25.03,60.07,0.42,18.03,39.31,0.46,7.00,20.76,0.34,14.86,20.24,0.74,71.93,13.14,25.59,38.72,12.83,5.21,4.86,11.41,19.76
East Tennessee St.,27,4,26.94,57.16,0.47,19.35,34.87,0.55,7.58,22.29,0.34,14.71,20.90,0.69,76.16,9.81,23.39,33.19,13.68,8.16,3.26,11.65,17.52
Mercer,14,14,26.21,58.25,0.45,18.54,36.64,0.51,7.68,21.61,0.36,10.36,14.50,0.70,70.46,8.93,25.11,34.04,14.32,6.50,2.54,13.39,18.18
Fordham,6,22,20.82,54.32,0.38,13.50,31.21,0.43,7.32,23.11,0.32,9.50,13.86,0.69,58.46,5.79,23.39,29.18,11.14,6.75,2.68,11.75,17.43
St. Bonaventure,18,9,25.74,58.04,0.44,19.00,39.04,0.49,6.74,19.00,0.35,11.63,15.96,0.73,69.85,8.81,24.70,33.52,13.96,5.52,3.52,11.26,16.33
Furman,21,7,27.07,57.96,0.47,17.57,30.86,0.57,9.50,27.11,0.35,12.29,17.79,0.68,75.93,6.61,22.00,28.61,14.68,8.18,2.71,11.25,15.93
VMI,8,19,26.15,59.96,0.44,15.00,28.93,0.52,11.15,31.04,0.36,9.41,13.33,0.71,72.85,8.33,24.07,32.41,15.78,6.52,2.56,12.70,18.22
Davidson,15,12,25.15,55.48,0.45,16.19,30.85,0.53,8.96,24.63,0.36,13.74,18.11,0.76,73.00,6.59,24.70,31.30,14.30,5.33,2.93,10.30,15.81
George Washington,11,17,22.89,53.89,0.43,15.61,31.75,0.49,7.29,22.14,0.34,12.04,17.32,0.69,65.11,6.18,23.93,30.11,11.86,5.54,3.93,12.68,16.89
Binghamton,9,16,24.96,60.00,0.42,15.28,30.88,0.49,9.68,29.12,0.34,10.96,14.68,0.73,70.56,8.48,24.04,32.52,11.84,5.40,3.00,11.72,16.52
Hartford,15,13,23.36,55.93,0.42,15.82,33.79,0.47,7.54,22.14,0.34,12.61,17.75,0.70,66.86,7.04,24.04,31.07,12.86,7.14,2.32,13.18,17.07
Drake,17,13,24.40,54.40,0.45,17.43,33.50,0.53,6.97,20.90,0.34,12.23,17.20,0.70,68.00,6.70,24.30,31.00,14.40,5.10,3.77,12.10,17.20
Indiana St.,18,9,24.56,53.70,0.46,17.59,35.15,0.50,6.96,18.56,0.38,12.59,17.59,0.70,68.67,6.56,23.37,29.93,12.70,5.56,3.67,10.85,16.56
Alabama,15,13,27.50,62.68,0.44,16.46,31.68,0.53,11.04,31.00,0.35,16.29,23.61,0.66,82.32,10.04,25.71,35.75,14.07,6.32,4.32,14.18,20.14
LSU,19,9,28.57,60.96,0.47,21.64,39.82,0.55,6.93,21.14,0.32,16.29,21.14,0.77,80.36,10.25,26.14,36.39,13.07,6.36,3.71,11.11,15.68
Albany,13,16,22.76,55.24,0.41,14.66,31.03,0.47,8.10,24.21,0.34,12.69,18.24,0.70,66.31,7.45,25.41,32.86,12.83,5.72,2.79,13.14,16.48
UMBC,12,17,24.07,55.28,0.44,17.45,33.86,0.51,6.62,21.41,0.31,11.34,17.66,0.65,66.10,7.21,23.28,30.48,11.48,5.34,2.34,11.90,16.21
Massachusetts,10,17,23.89,57.41,0.42,16.59,34.33,0.48,7.30,23.07,0.31,12.11,17.04,0.72,67.19,7.78,21.85,29.63,13.07,6.33,3.04,13.15,18.59
Saint Joseph's,4,24,23.54,60.21,0.39,14.93,30.54,0.49,8.61,29.68,0.29,11.79,16.54,0.71,67.46,8.14,22.79,30.93,12.07,4.43,2.75,12.18,16.96
Umass Lowell,11,14,26.16,56.32,0.47,19.32,36.44,0.53,6.84,19.88,0.35,16.12,22.36,0.72,75.28,7.36,21.60,28.96,14.20,7.12,2.60,13.04,16.64
Stony Brook,16,11,23.59,57.44,0.41,15.33,32.81,0.47,8.26,24.63,0.34,13.63,18.96,0.72,69.07,8.85,26.44,35.30,11.11,6.96,4.41,14.19,17.04
McNeese St.,13,13,28.23,57.23,0.49,20.27,36.54,0.56,7.96,20.69,0.38,14.23,19.54,0.73,78.65,9.42,24.31,33.73,16.04,6.65,3.92,14.88,16.38
Nicholls St.,19,8,28.63,63.67,0.45,20.70,39.96,0.51,7.93,23.70,0.33,12.48,16.81,0.72,77.67,9.67,22.22,31.89,13.15,9.70,3.74,12.63,19.04
Holy Cross,3,26,24.48,56.72,0.43,17.86,35.62,0.51,6.62,21.10,0.31,9.55,14.48,0.65,65.14,7.52,21.83,29.34,11.28,5.00,2.83,14.03,17.59
Navy,12,15,22.33,55.22,0.41,15.96,33.59,0.48,6.37,21.63,0.29,12.07,17.44,0.68,63.11,9.63,22.52,32.15,10.74,5.00,1.78,10.78,15.96
New Hampshire,13,13,24.46,61.35,0.40,16.04,35.50,0.46,8.42,25.85,0.33,10.35,15.27,0.67,67.69,10.04,28.12,38.15,12.54,4.77,2.04,12.46,18.69
Vermont,22,7,25.93,56.62,0.46,17.41,31.86,0.54,8.52,24.76,0.35,12.10,16.59,0.73,72.48,8.34,25.45,33.79,14.03,5.69,3.38,10.59,15.55
Missouri St.,14,15,26.10,59.31,0.44,19.03,39.55,0.48,7.07,19.76,0.36,12.31,16.41,0.75,71.59,9.55,25.34,34.90,12.21,6.31,2.55,12.66,18.31
Northern Iowa,21,6,27.70,57.30,0.49,18.26,33.96,0.55,9.44,23.33,0.40,11.59,15.00,0.75,76.44,8.11,26.19,34.30,12.67,4.74,2.44,11.59,14.41
Notre Dame,16,11,26.59,62.26,0.43,16.59,33.78,0.50,10.00,28.48,0.35,11.00,14.89,0.73,74.19,8.70,25.48,34.19,16.48,5.59,3.81,9.63,12.67
Wake Forest,11,16,24.44,56.81,0.43,17.67,37.37,0.48,6.78,19.44,0.36,17.59,23.26,0.74,73.26,8.19,26.11,34.30,12.56,5.00,2.70,13.63,19.15
Monmouth,17,9,24.81,59.62,0.42,17.19,37.35,0.46,7.62,22.27,0.35,16.15,22.58,0.72,73.38,7.85,23.65,31.50,12.69,8.35,2.62,11.42,19.92
Saint Peter's,18,10,22.96,55.50,0.42,16.61,37.46,0.45,6.36,18.04,0.36,15.54,21.43,0.71,67.82,10.82,23.25,34.07,10.79,7.36,4.71,15.36,21.11
Sam Houston St.,17,11,27.96,61.86,0.45,20.32,39.64,0.51,7.64,22.21,0.34,14.54,19.57,0.74,78.11,8.57,23.18,31.75,16.00,9.07,3.04,14.14,20.07
Texas A&M Corpus Chris,13,14,23.74,52.59,0.45,16.15,32.19,0.50,7.59,20.41,0.37,12.48,17.52,0.71,67.63,7.81,23.26,31.07,12.96,6.15,3.37,17.15,20.00
Chattanooga,17,12,26.45,57.24,0.46,18.03,33.55,0.54,8.41,23.69,0.36,11.76,16.31,0.72,73.07,7.31,24.93,32.24,13.66,4.55,1.55,11.31,15.03
Samford,8,20,25.57,59.32,0.43,18.71,39.25,0.48,6.86,20.07,0.35,16.07,20.93,0.76,74.07,8.43,23.93,32.36,11.89,6.93,3.36,15.39,16.18
UNC Greensboro,19,7,27.50,63.35,0.44,19.00,37.54,0.51,8.50,25.81,0.33,10.85,16.65,0.64,74.35,11.38,22.04,33.42,12.00,9.00,3.88,11.35,18.62
Western Carolina,17,10,27.15,57.44,0.47,17.52,31.41,0.56,9.63,26.04,0.37,15.22,21.15,0.73,79.15,8.11,26.37,34.48,14.70,5.33,1.81,13.63,16.81
Arkansas,17,12,25.21,57.21,0.44,17.52,34.41,0.51,7.69,22.79,0.34,17.93,24.66,0.73,76.03,6.31,22.45,28.76,11.90,7.48,3.83,10.86,20.31
South Carolina,15,13,26.71,60.43,0.44,21.18,42.57,0.50,5.54,17.86,0.30,13.96,22.04,0.64,72.93,9.61,23.50,33.11,14.43,7.46,4.25,12.57,23.43
Central Arkansas,9,17,25.85,59.54,0.44,18.19,35.46,0.52,7.65,24.08,0.32,17.42,23.81,0.73,76.77,9.81,26.15,35.96,15.23,5.15,4.85,17.62,20.85
Southeastern Louisiana,6,21,25.15,60.30,0.42,18.78,39.30,0.48,6.37,21.00,0.30,13.33,19.26,0.66,70.00,9.19,19.85,29.04,12.44,7.89,1.70,16.15,21.26
Houston Baptist,4,22,27.69,61.38,0.45,20.46,41.65,0.49,7.23,19.73,0.36,18.00,24.04,0.74,80.62,9.88,21.96,31.85,12.92,5.46,2.15,16.58,20.38
Incarnate Word,8,19,23.56,56.22,0.42,17.37,35.44,0.49,6.19,20.78,0.29,13.59,18.22,0.75,66.89,8.41,20.89,29.30,12.52,7.48,2.48,14.30,18.93
Evansville,6,23,22.79,54.62,0.42,15.41,31.24,0.49,7.38,23.38,0.31,13.03,18.07,0.72,66.00,5.38,22.21,27.59,12.28,4.83,2.31,11.86,17.07
Illinois St.,8,20,23.50,56.07,0.42,15.32,32.64,0.47,8.18,23.43,0.34,10.21,14.21,0.68,65.39,7.29,22.89,30.18,11.68,5.71,2.32,14.14,17.11
Kansas St.,8,21,22.31,54.00,0.42,15.45,32.69,0.48,6.86,21.31,0.32,12.45,19.07,0.64,63.93,8.45,20.79,29.24,12.17,8.48,2.45,14.00,19.41
Oklahoma,15,12,24.07,57.52,0.42,16.70,34.41,0.49,7.37,23.11,0.32,13.70,18.00,0.75,69.22,7.00,26.07,33.07,11.74,6.22,4.33,11.04,13.41
La Salle,14,13,23.63,56.81,0.42,15.67,33.07,0.47,7.96,23.74,0.33,13.15,19.52,0.66,68.37,8.81,22.96,31.78,12.93,8.00,2.96,14.15,19.44
Saint Louis,20,7,26.07,57.85,0.45,20.96,42.56,0.50,5.11,15.30,0.34,13.30,22.59,0.57,70.56,11.04,26.37,37.41,14.30,7.19,4.11,12.48,17.93
New Orleans,8,18,26.69,57.54,0.46,21.31,42.15,0.51,5.38,15.38,0.35,17.08,23.12,0.74,75.85,8.35,19.69,28.04,14.92,7.96,1.88,13.77,19.19
Northwestern St.,14,12,26.85,60.00,0.45,19.23,38.96,0.49,7.62,21.04,0.36,15.31,20.81,0.72,76.62,9.81,25.58,35.38,12.92,5.85,4.77,15.73,19.54
Oral Roberts,16,11,29.26,63.81,0.46,21.15,40.15,0.53,8.11,23.67,0.34,13.89,18.48,0.75,80.52,10.44,24.26,34.70,13.04,6.07,2.63,9.41,15.85
South Dakota St.,19,8,28.70,57.19,0.50,21.11,36.41,0.58,7.59,20.78,0.37,12.96,18.41,0.69,77.96,7.70,26.48,34.19,14.74,4.78,3.48,12.26,16.00
Indiana,16,12,24.50,56.75,0.43,19.11,39.93,0.48,5.39,16.82,0.32,13.89,20.93,0.67,68.29,9.46,25.04,34.50,12.57,5.43,4.11,12.14,16.68
Penn St.,18,10,26.61,62.32,0.43,19.00,38.21,0.50,7.61,24.11,0.31,13.14,18.71,0.70,73.96,9.82,25.46,35.29,13.89,7.11,4.71,10.25,17.36
Loyola Chicago,19,9,24.32,49.36,0.50,18.29,33.68,0.55,6.04,15.68,0.38,13.04,20.04,0.65,67.71,5.14,22.21,27.36,13.86,7.89,1.46,11.64,13.50
Southern Illinois,14,13,21.30,50.30,0.43,14.07,29.56,0.48,7.22,20.74,0.35,12.70,17.30,0.75,62.52,5.70,21.74,27.44,11.26,6.48,2.00,11.74,15.11
Abilene Christian,19,8,26.15,57.93,0.45,19.41,36.44,0.53,6.74,21.48,0.31,16.96,22.81,0.74,76.00,9.56,21.26,30.81,14.93,9.22,2.81,14.26,21.37
Stephen F. Austin,24,3,28.19,57.44,0.49,22.63,42.00,0.54,5.56,15.44,0.36,17.52,25.59,0.68,79.44,11.07,22.81,33.89,14.85,10.30,3.15,16.04,20.52
Texas,15,12,23.59,55.70,0.43,15.56,32.04,0.49,8.04,23.67,0.34,8.22,12.11,0.69,63.44,7.33,21.22,28.56,11.56,5.15,4.26,12.89,18.59
TCU,13,16,22.90,55.38,0.41,14.66,31.83,0.46,8.24,23.55,0.35,9.66,15.28,0.65,63.69,9.45,22.28,31.72,14.00,6.55,4.69,13.55,16.83
Texas Tech,15,13,24.25,55.00,0.45,17.04,34.25,0.50,7.21,20.75,0.35,14.39,18.89,0.76,70.11,7.32,22.32,29.64,14.21,7.54,3.93,12.32,17.64
West Virginia,18,10,24.86,59.21,0.42,19.93,41.46,0.49,4.93,17.75,0.28,14.93,23.71,0.61,69.57,13.82,23.61,37.43,12.18,7.68,3.54,14.00,18.11
South Florida,13,15,21.79,53.04,0.41,15.43,32.89,0.47,6.36,20.14,0.32,12.93,19.61,0.66,62.86,9.54,21.29,30.82,10.39,6.96,1.82,13.14,17.32
Tulane,9,18,23.07,56.89,0.41,15.41,33.78,0.46,7.67,23.11,0.34,13.11,18.33,0.71,66.93,6.59,20.67,27.26,10.74,8.26,2.56,11.33,15.93
Marquette,16,11,25.56,59.37,0.43,15.52,32.70,0.48,10.04,26.67,0.37,17.33,23.37,0.74,78.48,9.63,27.59,37.22,13.56,5.37,4.00,12.81,19.11
Xavier,15,13,26.25,59.82,0.44,19.50,39.18,0.50,6.75,20.64,0.33,11.54,17.61,0.66,70.79,10.61,25.43,36.04,14.75,6.07,3.71,13.75,16.75
Boise St.,19,10,25.55,57.38,0.45,17.21,33.03,0.52,8.34,24.34,0.34,15.34,20.31,0.76,74.79,7.52,24.38,31.90,12.69,5.48,1.45,12.24,17.66
San Jose St.,5,22,23.22,60.22,0.39,14.59,31.63,0.46,8.63,28.59,0.30,15.56,21.11,0.73,70.63,8.11,22.93,31.04,12.81,6.52,3.44,13.22,18.78
Boston College,10,18,22.61,57.43,0.39,15.29,33.68,0.45,7.32,23.75,0.30,10.75,16.39,0.63,63.29,8.21,21.75,29.96,12.25,7.29,2.50,13.21,15.82
Louisville,20,7,25.26,57.81,0.44,17.11,35.59,0.48,8.15,22.22,0.37,13.67,18.74,0.73,72.33,10.30,26.30,36.59,13.37,5.19,2.56,12.04,16.81
Colorado St.,17,11,26.79,56.36,0.48,18.64,34.39,0.55,8.14,21.96,0.37,14.43,21.46,0.67,76.21,7.43,25.50,32.93,16.00,6.75,2.07,12.68,15.04
Nevada,17,10,27.44,60.59,0.45,17.44,35.07,0.50,10.00,25.52,0.39,12.78,16.78,0.76,77.74,7.96,28.22,36.19,14.81,5.07,3.37,12.04,19.19
Baylor,24,3,25.00,58.56,0.43,17.67,37.11,0.48,7.33,21.44,0.34,12.78,18.44,0.69,70.11,11.15,22.59,33.74,13.22,8.00,4.41,11.19,17.15
Iowa St.,10,19,25.34,58.28,0.43,18.31,36.31,0.51,7.03,21.97,0.32,12.97,17.21,0.74,70.69,8.76,22.21,30.97,13.07,7.21,3.97,13.17,16.41
New Mexico,15,14,26.34,57.72,0.46,19.45,36.14,0.54,6.90,21.59,0.31,14.86,20.79,0.72,74.45,8.34,23.00,31.34,14.14,7.86,2.79,13.90,15.55
San Diego St.,27,2,26.28,55.97,0.47,17.31,32.03,0.55,8.97,23.93,0.37,12.83,16.14,0.80,74.34,7.24,23.59,30.83,14.62,7.00,2.66,10.45,16.59
Cal Baptist,19,8,26.67,60.30,0.44,16.89,34.70,0.50,9.78,25.59,0.38,16.30,20.59,0.79,79.41,10.59,28.44,39.04,14.48,4.07,3.63,12.44,18.74
Utah Valley,8,17,24.44,55.64,0.44,18.36,35.40,0.52,6.08,20.24,0.30,14.24,19.92,0.72,69.20,7.20,25.44,32.64,13.84,5.68,4.72,13.72,18.00
Arizona St.,18,10,25.96,60.43,0.43,18.75,38.14,0.50,7.21,22.29,0.34,13.54,19.50,0.69,72.68,8.43,23.54,31.96,10.68,7.46,3.11,13.00,18.46
Washington St.,14,15,23.90,60.00,0.40,16.38,36.17,0.45,7.52,23.83,0.32,14.21,19.03,0.71,69.52,9.03,24.00,33.03,11.66,6.45,2.69,12.52,17.90
St. John's,14,14,26.61,65.46,0.41,20.14,44.86,0.45,6.46,20.61,0.30,13.50,19.07,0.72,73.18,9.75,23.96,33.71,14.75,10.11,3.57,10.39,18.75
Villanova,22,6,25.68,57.71,0.45,16.00,30.46,0.53,9.68,27.25,0.36,11.93,15.68,0.77,72.96,7.25,25.07,32.32,14.25,5.68,2.57,10.32,15.21
Tennessee,14,14,22.43,52.86,0.43,16.61,33.36,0.50,5.82,19.50,0.30,15.18,20.11,0.76,65.86,8.43,22.68,31.11,13.89,6.00,5.54,13.36,18.46
Texas A&M,14,13,20.96,52.22,0.40,14.41,30.15,0.48,6.56,22.07,0.30,14.67,21.48,0.67,63.15,8.78,22.07,30.85,11.26,6.37,2.70,13.63,15.93
Akron,22,6,25.75,57.32,0.45,16.46,32.18,0.51,9.29,25.14,0.38,15.14,19.82,0.77,75.93,8.18,26.21,34.39,13.11,5.14,2.82,12.18,17.57
Buffalo,18,11,28.69,66.59,0.43,21.03,41.86,0.50,7.66,24.72,0.31,12.76,18.59,0.69,77.79,12.48,26.17,38.66,14.28,7.52,4.62,13.38,18.59
Ball St.,15,12,23.56,55.74,0.42,14.33,28.48,0.51,9.22,27.26,0.34,12.44,17.44,0.72,68.78,7.00,25.33,32.33,13.07,6.67,3.19,13.67,16.22
Bowling Green,18,9,26.11,62.74,0.42,18.48,40.19,0.46,7.63,22.56,0.34,13.26,17.85,0.74,73.11,9.70,26.11,35.81,11.93,4.96,2.22,10.78,17.44
Cincinnati,18,9,25.30,56.96,0.45,18.81,36.63,0.52,6.48,20.33,0.32,15.52,22.81,0.69,72.59,9.33,24.93,34.26,14.33,6.48,5.04,13.93,17.93
SMU,16,11,25.67,57.11,0.45,17.67,32.37,0.55,8.00,24.74,0.33,13.15,17.30,0.75,72.48,10.22,23.52,33.74,15.56,5.85,3.19,12.78,16.63
Clemson,13,14,22.96,54.11,0.43,15.07,28.89,0.52,7.89,25.22,0.31,11.19,16.26,0.69,65.00,6.33,24.15,30.48,12.85,6.59,2.48,12.07,15.19
Syracuse,16,13,25.66,58.90,0.44,17.45,34.21,0.51,8.21,24.69,0.33,15.83,21.07,0.75,75.34,8.72,23.34,32.07,13.86,7.41,4.48,11.07,16.66
Florida,17,10,26.04,55.56,0.47,18.56,34.93,0.54,7.48,20.63,0.36,13.70,19.00,0.72,73.26,8.30,23.04,31.33,12.04,5.96,4.07,11.30,17.00
Mississippi St.,16,11,25.81,55.56,0.47,20.52,40.19,0.52,5.30,15.37,0.34,16.67,21.52,0.78,73.59,9.93,24.07,34.00,13.04,5.41,5.07,13.11,17.85
George Mason,13,15,23.11,55.32,0.42,17.32,36.14,0.48,5.79,19.18,0.30,13.75,19.86,0.69,65.75,9.68,23.71,33.39,10.50,6.14,4.29,13.36,16.93
Rhode Island,19,8,26.04,61.15,0.43,20.56,43.59,0.48,5.48,17.56,0.31,15.63,23.22,0.67,73.19,11.00,24.89,35.89,12.37,8.44,3.96,11.19,17.26
Georgia Tech,15,14,25.21,55.62,0.45,20.10,39.34,0.51,5.10,16.28,0.31,12.76,18.83,0.66,68.28,8.24,24.34,32.59,13.45,7.00,4.24,15.45,19.03
Michigan,16,12,27.64,60.43,0.46,19.71,36.93,0.54,7.93,23.50,0.34,11.71,16.32,0.72,74.93,7.39,25.86,33.25,14.68,5.54,4.36,10.18,15.64
Nebraska,6,23,25.41,62.48,0.41,17.31,37.72,0.46,8.10,24.76,0.33,10.72,17.69,0.62,69.66,7.41,24.52,31.93,13.76,7.00,2.24,11.62,15.10
Kent St.,17,12,27.48,60.28,0.46,19.28,35.90,0.53,8.21,24.38,0.34,12.31,16.93,0.73,75.48,9.52,23.34,32.86,13.90,6.59,4.00,12.55,18.62
Toledo,14,14,24.39,57.61,0.42,15.82,33.21,0.48,8.57,24.39,0.35,15.18,20.43,0.74,72.54,8.96,26.29,35.25,14.11,5.32,3.39,11.75,16.21
Florida St.,24,4,27.79,60.18,0.46,20.18,38.82,0.52,7.61,21.36,0.35,13.00,17.54,0.74,76.18,10.43,22.82,33.25,13.64,9.21,5.18,13.11,17.14
Virginia,20,7,20.59,49.59,0.42,14.78,31.22,0.48,5.81,18.37,0.32,9.96,13.67,0.73,56.96,6.22,23.85,30.07,11.41,5.22,4.74,11.59,13.74
Richmond,21,7,26.64,57.75,0.46,19.07,36.29,0.53,7.57,21.46,0.34,12.43,16.04,0.79,73.29,6.43,26.54,32.96,15.04,8.11,2.43,10.54,15.18
VCU,14,13,24.70,57.85,0.43,17.37,36.59,0.48,7.33,21.26,0.35,13.07,18.93,0.70,69.81,8.74,22.48,31.22,12.96,8.56,3.89,11.22,18.37
Miami FL,12,15,25.07,58.74,0.43,18.15,36.44,0.50,6.93,22.30,0.31,13.30,17.26,0.76,70.37,7.41,23.33,30.74,9.52,5.78,3.89,12.04,14.67
Virginia Tech,12,16,24.14,58.43,0.41,14.57,30.86,0.48,9.57,27.57,0.34,9.79,13.79,0.71,67.64,6.36,24.32,30.68,14.36,6.00,2.82,9.14,15.18
Georgia,13,16,26.59,59.86,0.44,19.66,36.83,0.53,6.93,23.03,0.30,13.76,19.34,0.71,73.86,9.97,24.48,34.45,12.69,6.66,3.17,14.72,18.79
Missouri,12,15,22.19,54.74,0.41,15.63,32.81,0.48,6.56,21.93,0.30,15.56,19.81,0.77,66.48,9.81,21.70,31.52,11.07,6.63,3.04,13.59,21.74
Northern Illinois,15,11,24.31,58.08,0.42,17.04,37.08,0.46,7.27,21.00,0.35,10.38,15.50,0.65,66.27,8.96,24.62,33.58,10.23,5.42,2.50,10.62,18.12
Ohio,14,14,25.54,57.68,0.44,17.14,33.14,0.52,8.39,24.54,0.34,11.89,17.07,0.68,71.36,7.96,23.71,31.68,14.39,6.36,2.29,12.07,16.50
Purdue,14,13,24.78,59.85,0.42,17.67,38.37,0.46,7.11,21.48,0.33,10.78,15.37,0.70,67.44,10.59,22.96,33.56,13.22,6.48,3.30,11.33,17.74
Rutgers,17,10,26.70,59.70,0.45,21.19,42.41,0.50,5.52,17.30,0.31,10.44,16.37,0.62,69.37,10.07,26.89,36.96,12.26,6.44,4.30,11.78,17.26
Air Force,10,18,25.36,55.57,0.46,16.54,32.29,0.51,8.82,23.29,0.38,13.96,19.32,0.71,73.50,6.50,23.54,30.04,14.82,5.04,1.04,11.54,16.57
Fresno St.,9,17,23.65,56.58,0.42,14.19,29.04,0.49,9.46,27.54,0.34,11.81,16.50,0.72,68.58,9.62,24.38,34.00,12.15,4.69,3.65,11.85,15.96
Duke,21,6,29.37,62.11,0.47,22.37,42.67,0.53,7.00,19.44,0.36,16.56,22.67,0.73,82.30,10.89,25.56,36.44,15.63,7.81,6.15,12.74,18.07
Pittsburgh,13,15,23.36,57.39,0.41,17.96,39.18,0.46,5.39,18.21,0.30,13.32,18.64,0.71,65.43,10.00,20.00,30.00,12.39,8.18,3.43,11.32,15.64
Butler,18,9,24.52,54.11,0.46,17.56,33.44,0.53,6.96,20.67,0.34,11.48,15.63,0.74,67.48,7.56,24.44,32.00,12.19,5.33,2.59,11.15,16.93
Georgetown,12,16,26.14,59.82,0.44,19.61,41.21,0.48,6.54,18.61,0.35,14.82,19.25,0.77,73.64,9.39,24.50,33.89,14.89,6.14,4.11,12.79,15.86
Auburn,20,6,25.15,60.23,0.42,17.38,33.65,0.52,7.77,26.58,0.28,18.19,27.12,0.67,76.27,12.38,24.77,37.15,12.27,6.62,4.58,12.38,19.62
Mississippi,12,17,23.66,55.59,0.43,17.66,36.83,0.48,6.00,18.76,0.32,15.10,20.62,0.72,68.41,7.28,22.45,29.72,12.66,6.66,2.76,12.55,19.48
